V1,V2,Class
2.04909443633668,0.186188932225981,0
2.12553971404206,-0.0307139154968654,0
-4.15585851958146,-5.70574758022534,0
-0.5664196920760961,-0.579575712935336,0
0.0608581632278138,-0.261762373786079,0
-1.10342958685855,1.12101482059903,0
2.21972008689593,-1.4326130618643105,0
2.0609981836151,0.0504755021666519,0
1.61181938133722,-0.552407601389578,0
0.965926951970852,-0.18278686547926296,0
2.00637432442489,-0.8969797075149091,0
2.01277354458246,0.162117205488766,0
2.03407223505359,-0.11180454450969,0
-0.31491528020013,1.52385334846326,0
2.06018566665514,0.125438822649497,0
1.0777369280966,0.0297086216414463,0
1.25178519999871,-0.6945056457928921,0
-0.782102890290824,-0.365733012367279,0
-0.346997086237171,1.14703256226117,0
-1.98768297394541,0.531353530865276,0
-0.549207366823735,1.25984727714771,0
2.0287455979142703,0.15864146219625502,0
1.72255862055216,-0.784260039225643,0
2.13218511088493,0.111651755418024,0
-1.0626784364996,0.977074131991808,0
0.558112005480744,-1.83463312579199,0
-0.14071651547147798,0.687258349988017,0
-1.09244309595169,0.0824132815329291,0
-2.3728804868930498,2.67016245932068,0
-0.7457178167415792,1.11304944036381,0
-0.8955214408481049,0.279456654905565,0
-0.9241376679489,0.6577622312429809,0
0.257919694014665,-2.15859260367293,0
2.04118046200246,0.22958158342734605,0
0.9614676030097992,-0.121230626445017,0
0.8597567883768891,-0.185775852232776,0
1.21345739672279,-0.0943918035753769,0
-1.6019778232981297,0.126197254959362,0
-9.763265085341999,8.03505531516037,0
-2.484332833009009,2.83038284083183,0
2.13592939292759,-1.4837997569869,0
0.20574696835867495,1.01247325561327,0
-0.911220000443602,-0.00957619743221863,0
-1.4495668386396,0.332106004011195,0
2.05193525961087,-0.0267778303233836,0
-1.7815433522768798,-0.748692203046997,0
1.15211083241463,0.21410356555639606,0
-1.858931370786,1.61916965342953,0
2.03363299645603,-0.215900639871468,0
-1.04530787460341,1.22999648252542,0
-1.36325171408846,1.38789828166901,0
2.0638767817588,0.6931118172902689,0
-1.62698579352705,0.7961858967019599,0
-0.589483828661595,1.08490098149344,0
-2.0966009723819803,-0.6269887752033989,0
0.5918822902581911,-0.39744149191086897,0
1.06944549556265,-0.709067619043785,0
1.22572291466071,-0.0355096424172439,0
1.13613769426548,-0.0738876961118355,0
1.95399058068548,-0.182989923771754,0
-0.164473392483444,0.6060362573982111,0
-2.53902533347579,-2.0452814951743896,0
1.5798664150392898,-1.29660088389293,0
1.19062109213626,-1.33196788292475,0
-2.3417692341071903,-1.5604371958283,0
1.8809852661146,0.367878266563464,0
-1.79312532966568,2.45963467168874,0
1.33805770645771,-0.689896051673997,0
-5.32003042050494,-6.97818843396402,0
-1.42474360646245,1.3180231583826398,0
1.79335030316682,0.0306978017676705,0
1.1201672386178898,-1.28396614043984,0
-0.632274166854689,0.28315419241258194,0
-0.473241733396423,1.3051761039749898,0
-0.487118476499118,1.5469979181136,0
1.88451780156427,-0.546321602175361,0
-0.5835477926755229,0.28570786822028904,0
-1.92962413319143,-0.147587418067827,0
1.1753264125644498,0.15290750912666198,0
2.14006759442688,-1.91884506377406,0
-1.07797581968242,0.740376962988448,0
2.06201617161833,0.0178032482724724,0
2.0316291363303,-0.0829674125256006,0
1.83935899548935,-0.4109726090891021,0
